inning,inning_topbot,outs_when_up,1b,2b,3b,current_re24,situation_occurrences,eligible_games,higher_re_occurs_count,higher_re_occurs_pct
8,Bot,0,False,True,False,1.109643815436418,334,7277,1522,0.2091521231276625
8,Bot,0,False,False,True,1.3858590733590734,33,7277,1074,0.14758829187852138
8,Bot,0,True,True,False,1.47952434803468,449,7277,842,0.11570702212450186
8,Bot,0,True,False,True,1.8029265255292648,132,7277,280,0.03847739453071321
8,Bot,0,False,True,True,1.918237170194259,76,7277,166,0.022811598186065686
8,Bot,0,True,True,True,2.268160644592723,101,7277,0,0.0
8,Bot,1,False,False,False,0.2639268201849667,5314,7278,7277,0.9998625996152789
8,Bot,1,True,False,False,0.5240708686902802,2251,7277,4067,0.5588841555586093
8,Bot,1,False,True,False,0.6679592825981581,712,7278,3567,0.49010717230008244
8,Bot,1,False,False,True,0.9123045547246772,165,7277,2217,0.3046585131235399
8,Bot,1,True,True,False,0.9302515931635259,814,7277,1890,0.25972241308231414
8,Bot,1,True,False,True,1.1652308995904532,327,7277,1283,0.17630891851037517
8,Bot,1,False,True,True,1.3486698911729142,233,7277,1163,0.15981860656864091
8,Bot,1,True,True,True,1.5565524426950683,273,7277,399,0.05483028720626632
8,Bot,2,False,False,False,0.1001532004737628,4121,7278,7278,1.0
8,Bot,2,True,False,False,0.2213896929490464,2253,7278,7277,0.9998625996152789
8,Bot,2,False,True,False,0.3072789447972643,863,7277,7277,1.0
8,Bot,2,False,False,True,0.3336989761999734,343,7278,7277,0.9998625996152789
8,Bot,2,True,True,False,0.4312991506763133,999,7277,7277,1.0
8,Bot,2,True,False,True,0.4695498381553041,482,7277,7277,1.0
8,Bot,2,False,True,True,0.5347255949490044,249,7277,3685,0.5063899958774221
8,Bot,2,True,True,True,0.7707733891359316,346,7277,3385,0.46516421602308644
9,Top,0,False,False,False,0.49432005064898776,7277,7277,4562,0.626906692318263
9,Top,0,True,False,False,0.8878149539389397,1787,4746,1580,0.3329119258322798
9,Top,0,False,True,False,1.109643815436418,382,4174,625,0.14973646382367034
9,Top,0,False,False,True,1.3858590733590734,45,4067,400,0.09835259404966806
9,Top,0,True,True,False,1.47952434803468,430,4197,393,0.09363831308077197
9,Top,0,True,False,True,1.8029265255292648,144,4098,126,0.03074670571010249
9,Top,0,False,True,True,1.918237170194259,86,4071,72,0.017686072218128224
9,Top,0,True,True,True,2.268160644592723,95,4081,0,0.0
9,Top,1,False,False,False,0.2639268201849667,5296,6505,4883,0.7506533435818601
9,Top,1,True,False,False,0.5240708686902802,2229,5004,2066,0.41286970423661074
9,Top,1,False,True,False,0.6679592825981581,666,4288,1507,0.3514458955223881
9,Top,1,False,False,True,0.9123045547246772,198,4095,846,0.20659340659340658
9,Top,1,True,True,False,0.9302515931635259,795,4331,829,0.19141075963980606
9,Top,1,True,False,True,1.1652308995904532,312,4150,493,0.11879518072289157
9,Top,1,False,True,True,1.3486698911729142,237,4123,443,0.10744603444094106
9,Top,1,True,True,True,1.5565524426950683,263,4128,136,0.03294573643410853
9,Top,2,False,False,False,0.1001532004737628,4168,5978,4561,0.7629642020742723
9,Top,2,True,False,False,0.2213896929490464,2194,5014,4287,0.8550059832469087
9,Top,2,False,True,False,0.3072789447972643,878,4375,4098,0.9366857142857142
9,Top,2,False,False,True,0.3336989761999734,353,4180,4079,0.9758373205741627
9,Top,2,True,True,False,0.4312991506763133,881,4379,4117,0.9401689883535054
9,Top,2,True,False,True,0.4695498381553041,494,4246,4075,0.9597268016957136
9,Top,2,False,True,True,0.5347255949490044,254,4145,1507,0.3635705669481303
9,Top,2,True,True,True,0.7707733891359316,319,4157,1359,0.3269184508058696
9,Bot,0,False,False,False,0.49432005064898776,4053,4053,1934,0.47717739945719223
9,Bot,0,True,False,False,0.8878149539389397,975,975,445,0.4564102564102564
9,Bot,0,False,True,False,1.109643815436418,178,178,57,0.3202247191011236
9,Bot,0,False,False,True,1.3858590733590734,29,29,6,0.20689655172413793
9,Bot,0,True,True,False,1.47952434803468,238,238,94,0.3949579831932773
9,Bot,0,True,False,True,1.8029265255292648,49,49,7,0.14285714285714285
9,Bot,0,False,True,True,1.918237170194259,38,38,3,0.07894736842105263
9,Bot,0,True,True,True,2.268160644592723,62,62,0,0.0
9,Bot,1,False,False,False,0.2639268201849667,2901,2901,967,0.3333333333333333
9,Bot,1,True,False,False,0.5240708686902802,1158,1158,361,0.31174438687392053
9,Bot,1,False,True,False,0.6679592825981581,311,311,71,0.2282958199356913
9,Bot,1,False,False,True,0.9123045547246772,90,90,20,0.2222222222222222
9,Bot,1,True,True,False,0.9302515931635259,378,378,98,0.25925925925925924
9,Bot,1,True,False,True,1.1652308995904532,138,138,31,0.2246376811594203
9,Bot,1,False,True,True,1.3486698911729142,112,112,29,0.25892857142857145
9,Bot,1,True,True,True,1.5565524426950683,151,151,0,0.0
9,Bot,2,False,False,False,0.1001532004737628,2285,2285,622,0.2722100656455142
9,Bot,2,True,False,False,0.2213896929490464,1177,1177,308,0.2616822429906542
9,Bot,2,False,True,False,0.3072789447972643,399,399,84,0.21052631578947367
9,Bot,2,False,False,True,0.3336989761999734,155,155,28,0.18064516129032257
9,Bot,2,True,True,False,0.4312991506763133,441,441,97,0.2199546485260771
9,Bot,2,True,False,True,0.4695498381553041,201,201,33,0.16417910447761194
9,Bot,2,False,True,True,0.5347255949490044,105,105,22,0.20952380952380953
9,Bot,2,True,True,True,0.7707733891359316,175,175,0,0.0
